iter	Passed	Remaining
1760	2720	1914
1761	2724	1914
1762	2725	1912
1763	2728	1912
1764	2734	1913
1765	2738	1913
1766	2739	1911
1767	2742	1911
1768	2743	1909
1769	2747	1909
1770	2751	1909
1771	2755	1909
1772	2756	1907
1773	2760	1908
1774	2765	1908
1775	2769	1908
1776	2778	1912
1777	2789	1917
1778	2790	1914
1779	2854	1956
1780	2855	1954
1781	2856	1952
1782	2865	1955
1783	2879	1962
1784	2887	1965
1785	2898	1970
1786	2902	1970
1787	2907	1970
1788	2912	1971
1789	2912	1969
1790	2913	1966
1791	2914	1964
1792	2918	1964
1793	2919	1962
1794	2919	1959
1795	2924	1960
1796	2929	1960
1797	2930	1959
1798	2935	1959
1799	2937	1958
1800	2941	1958
1801	2945	1958
1802	2946	1955
1803	2947	1954
1804	2947	1951
1805	2948	1949
1806	2951	1948
1807	2953	1947
1808	2956	1946
1809	2957	1944
1810	2959	1943
1811	2960	1940
1812	2963	1940
1813	2964	1937
1814	2964	1935
1815	2968	1935
1816	2972	1935
1817	2972	1932
1818	2974	1931
1819	2974	1928
1820	2975	1926
1821	2979	1926
1822	2984	1926
1823	2984	1924
1824	2990	1925
1825	2995	1925
1826	2995	1923
1827	2996	1921
1828	2997	1919
1829	2998	1916
1830	3001	1916
1831	3005	1915
1832	3009	1915
1833	3009	1913
1834	3014	1913
1835	3014	1911
1836	3019	1911
1837	3023	1911
1838	3028	1911
1839	3033	1912
1840	3036	1911
1841	3039	1911
1842	3041	1909
1843	3046	1909
1844	3050	1909
1845	3053	1908
1846	3054	1906
1847	3058	1906
1848	3058	1904
1849	3059	1901
1850	3064	1902
1851	3064	1899
1852	3068	1899
1853	3072	1899
1854	3073	1897
1855	3155	1945
1856	3159	1944
1857	3159	1942
1858	3166	1943
1859	3167	1941
1860	3172	1941
1861	3173	1939
1862	3178	1939
1863	3182	1939
1864	3182	1936
1865	3186	1936
1866	3186	1933
1867	3190	1933
1868	3193	1932
1869	3196	1931
1870	3197	1929
1871	3198	1927
1872	3203	1927
1873	3204	1925
1874	3204	1922
1875	3205	1920
1876	3205	1918
1877	3206	1915
1878	3210	1915
1879	3210	1912
1880	3211	1910
1881	3213	1908
1882	3217	1908
1883	3217	1906
1884	3218	1903
1885	3222	1903
1886	3225	1902
1887	3226	1900
1888	3230	1900
1889	3232	1898
1890	3238	1899
1891	3239	1897
1892	3241	1895
1893	3241	1893
1894	3242	1890
1895	3242	1888
1896	3243	1886
1897	3246	1884
1898	3251	1884
1899	3257	1885
1900	3280	1896
1901	3282	1895
1902	3286	1894
1903	3289	1893
1904	3290	1891
1905	3293	1890
1906	3296	1889
1907	3296	1886
1908	3299	1885
1909	3299	1883
1910	3300	1880
1911	3301	1878
1912	3305	1877
1913	3308	1876
1914	3308	1874
1915	3308	1872
1916	3311	1871
1917	3316	1870
1918	3319	1870
1919	3321	1868
1920	3321	1865
1921	3324	1864
1922	3324	1861
1923	3327	1860
1924	3328	1858
1925	3328	1856
1926	3329	1853
1927	3332	1853
1928	3333	1850
1929	3334	1848
1930	3336	1847
1931	3339	1845
1932	3341	1844
1933	3342	1842
1934	3346	1841
1935	3346	1839
1936	3350	1838
1937	3353	1837
1938	3356	1836
1939	3359	1835
1940	3360	1833
1941	3361	1831
1942	3365	1830
1943	3365	1828
1944	3368	1827
1945	3371	1826
1946	3374	1825
1947	3375	1823
1948	3378	1821
1949	3381	1820
1950	3383	1819
1951	3386	1818
1952	3390	1817
1953	3391	1815
1954	3391	1812
1955	3394	1812
1956	3400	1812
1957	3406	1812
1958	3409	1811
1959	3414	1811
1960	3418	1811
1961	3422	1810
1962	3425	1809
1963	3426	1807
1964	3426	1804
1965	3430	1804
1966	3433	1803
1967	3436	1802
1968	3440	1801
1969	3444	1800
1970	3444	1798
1971	3445	1796
1972	3446	1794
1973	3447	1791
1974	3450	1790
1975	3456	1791
1976	3461	1790
1977	3462	1788
1978	3466	1788
1979	3467	1786
1980	3471	1785
1981	3472	1783
1982	3476	1782
1983	3485	1784
1984	3548	1814
1985	3562	1818
1986	3565	1817
1987	3570	1817
1988	3571	1815
1989	3575	1814
1990	3580	1814
1991	3586	1814
1992	3590	1814
1993	3594	1813
1994	3595	1811
1995	3600	1810
1996	3602	1809
1997	3603	1806
1998	3604	1804
1999	3608	1804
2000	3612	1803
2001	3615	1802
2002	3618	1801
2003	3690	1834
2004	3696	1834
2005	3697	1832
2006	3698	1829
2007	3698	1827
2008	3702	1826
2009	3706	1825
2010	3710	1824
2011	3713	1823
2012	3717	1822
2013	3718	1820
2014	3722	1819
2015	3723	1817
2016	3723	1814
2017	3728	1814
2018	3729	1811
2019	3733	1811
2020	3733	1808
2021	3734	1806
2022	3738	1805
2023	3739	1803
2024	3740	1800
2025	3740	1798
2026	3744	1797
2027	3749	1797
2028	3753	1796
2029	3774	1803
2030	3777	1802
2031	3777	1799
2032	3778	1797
2033	3781	1795
2034	3782	1793
2035	3783	1791
2036	3786	1789
2037	3789	1788
2038	3790	1786
2039	3791	1784
2040	3795	1783
2041	3795	1780
2042	3796	1778
2043	3800	1777
2044	3800	1774
2045	3801	1772
2046	3804	1771
2047	3805	1768
2048	3809	1768
2049	3810	1765
2050	3811	1763
2051	3815	1762
2052	3815	1760
2053	3819	1758
2054	3820	1756
2055	3824	1756
2056	3825	1753
2057	3829	1752
2058	3832	1751
2059	3835	1750
2060	3838	1748
2061	3840	1747
2062	3843	1745
2063	3844	1743
2064	3847	1742
2065	3850	1740
2066	3854	1739
2067	3856	1738
2068	3857	1735
2069	3860	1734
2070	3860	1731
2071	3864	1730
2072	3867	1729
2073	3868	1727
2074	3869	1724
2075	3869	1722
2076	3871	1720
2077	3874	1718
2078	3877	1717
2079	3877	1715
2080	3880	1713
2081	3881	1711
2082	3884	1709
2083	3885	1707
2084	3889	1706
2085	3890	1704
2086	3893	1703
2087	3895	1701
2088	3898	1700
2089	3901	1698
2090	3904	1697
2091	3905	1694
2092	3906	1692
2093	3909	1691
2094	3910	1689
2095	3913	1687
2096	3916	1686
2097	3919	1684
2098	3921	1683
2099	3922	1681
2100	3923	1678
2101	3925	1677
2102	3926	1674
2103	3929	1673
2104	3931	1671
2105	3934	1670
2106	3937	1668
2107	3940	1667
2108	3942	1665
2109	3945	1664
2110	3948	1662
2111	3951	1661
2112	3951	1658
2113	3954	1657
2114	3955	1655
2115	3958	1653
2116	3960	1651
2117	3963	1650
2118	3963	1647
2119	3966	1646
2120	3966	1643
2121	3969	1642
2122	3972	1641
2123	3975	1639
2124	3978	1638
2125	3981	1636
2126	3983	1634
2127	3985	1633
2128	3988	1631
2129	3991	1630
2130	3992	1628
2131	3995	1626
2132	3998	1625
2133	4001	1623
2134	4003	1622
2135	4006	1620
2136	4008	1618
2137	4011	1617
2138	4011	1614
2139	4014	1613
2140	4016	1611
2141	4019	1610
2142	4022	1608
2143	4025	1607
2144	4028	1605
2145	4031	1604
2146	4031	1601
2147	4032	1599
2148	4034	1597
2149	4037	1596
2150	4040	1594
2151	4041	1592
2152	4043	1590
2153	4046	1589
2154	4048	1587
2155	4051	1586
2156	4052	1583
2157	4052	1581
2158	4055	1579
2159	4056	1577
2160	4057	1575
2161	4058	1573
2162	4060	1571
2163	4061	1569
2164	4062	1567
2165	4063	1564
2166	4065	1562
2167	4068	1561
2168	4071	1559
2169	4074	1558
2170	4075	1556
2171	4077	1554
2172	4078	1552
2173	4078	1549
2174	4081	1548
2175	4084	1546
2176	4087	1545
2177	4088	1542
2178	4089	1540
2179	4092	1539
2180	4093	1537
2181	4096	1535
2182	4097	1533
2183	4099	1531
2184	4099	1529
2185	4102	1527
2186	4105	1526
2187	4108	1524
2188	4109	1522
2189	4112	1520
2190	4114	1519
2191	4115	1517
2192	4116	1514
2193	4119	1513
2194	4121	1511
2195	4124	1510
2196	4127	1508
2197	4130	1506
2198	4132	1505
2199	4135	1503
2200	4136	1501
2201	4136	1499
2202	4139	1497
2203	4140	1495
2204	4140	1492
2205	4141	1490
2206	4141	1488
2207	4144	1486
2208	4144	1484
2209	4144	1481
2210	4145	1479
2211	4145	1476
2212	4148	1475
2213	4148	1472
2214	4151	1471
2215	4154	1469
2216	4155	1467
2217	4157	1465
2218	4159	1463
2219	4160	1461
2220	4163	1460
2221	4166	1458
2222	4166	1456
2223	4169	1454
2224	4172	1453
2225	4174	1451
2226	4177	1449
2227	4180	1448
2228	4183	1446
2229	4185	1445
2230	4188	1443
2231	4189	1441
2232	4192	1439
2233	4193	1437
2234	4196	1436
2235	4197	1434
2236	4203	1433
2237	4205	1431
2238	4209	1430
2239	4212	1429
2240	4215	1427
2241	4218	1426
2242	4220	1424
2243	4223	1422
2244	4224	1420
2245	4227	1419
2246	4230	1417
2247	4233	1416
2248	4234	1414
2249	4237	1412
2250	4240	1410
2251	4243	1409
2252	4246	1407
2253	4248	1406
2254	4250	1404
2255	4253	1402
2256	4255	1400
2257	4256	1398
2258	4257	1396
2259	4260	1394
2260	4262	1393
2261	4265	1391
2262	4268	1390
2263	4270	1388
2264	4271	1386
2265	4272	1383
2266	4274	1382
2267	4277	1380
2268	4280	1379
2269	4283	1377
2270	4286	1375
2271	4289	1374
2272	4292	1372
2273	4292	1370
2274	4295	1368
2275	4298	1367
2276	4300	1365
2277	4303	1363
2278	4306	1362
2279	4309	1360
2280	4311	1359
2281	4314	1357
2282	4317	1355
2283	4320	1354
2284	4321	1352
2285	4324	1350
2286	4326	1348
2287	4327	1346
2288	4330	1345
2289	4333	1343
2290	4336	1341
2291	4339	1340
2292	4342	1338
2293	4345	1337
2294	4348	1335
2295	4350	1334
2296	4353	1332
2297	4356	1330
2298	4359	1329
2299	4361	1327
2300	4362	1325
2301	4365	1323
2302	4368	1322
2303	4370	1320
2304	4373	1318
2305	4374	1316
2306	4377	1315
2307	4380	1313
2308	4383	1311
2309	4385	1310
2310	4388	1308
2311	4391	1306
2312	4394	1305
2313	4397	1303
2314	4399	1301
2315	4402	1300
2316	4405	1298
2317	4408	1297
2318	4411	1295
2319	4413	1293
2320	4414	1291
2321	4415	1289
2322	4415	1286
2323	4418	1285
2324	4421	1283
2325	4421	1281
2326	4424	1279
2327	4427	1278
2328	4428	1275
2329	4431	1274
2330	4434	1272
2331	4437	1271
2332	4440	1269
2333	4443	1267
2334	4446	1266
2335	4448	1264
2336	4451	1262
2337	4453	1260
2338	4456	1259
2339	4457	1257
2340	4460	1255
2341	4462	1253
2342	4463	1251
2343	4466	1249
2344	4466	1247
2345	4467	1245
2346	4469	1243
2347	4472	1242
2348	4473	1239
2349	4476	1238
2350	4479	1236
2351	4480	1234
2352	4483	1232
2353	4485	1231
2354	4488	1229
2355	4491	1227
2356	4492	1225
2357	4494	1223
2358	4497	1222
2359	4497	1219
2360	4500	1218
2361	4503	1216
2362	4506	1214
2363	4509	1213
2364	4512	1211
2365	4515	1209
2366	4518	1208
2367	4521	1206
2368	4524	1205
2369	4526	1203
2370	4527	1201
2371	4527	1198
2372	4528	1196
2373	4531	1194
2374	4534	1193
2375	4537	1191
2376	4540	1189
2377	4543	1188
2378	4543	1186
2379	4546	1184
2380	4547	1182
2381	4548	1180
2382	4551	1178
2383	4554	1176
2384	4557	1175
2385	4560	1173
2386	4562	1171
2387	4566	1170
2388	4567	1168
2389	4570	1166
2390	4573	1164
2391	4575	1163
2392	4578	1161
2393	4581	1159
2394	4584	1158
2395	4587	1156
2396	4590	1154
2397	4593	1153
2398	4596	1151
2399	4599	1149
2400	4601	1148
2401	4603	1146
2402	4606	1144
2403	4609	1142
2404	4611	1141
2405	4614	1139
2406	4617	1137
2407	4620	1135
2408	4623	1134
2409	4626	1132
2410	4628	1130
2411	4631	1129
2412	4632	1126
2413	4634	1125
2414	4637	1123
2415	4638	1121
2416	4640	1119
2417	4643	1117
2418	4646	1116
2419	4649	1114
2420	4652	1112
2421	4652	1110
2422	4655	1108
2423	4658	1106
2424	4661	1105
2425	4663	1103
2426	4666	1101
2427	4669	1100
2428	4672	1098
2429	4675	1096
2430	4677	1094
2431	4680	1093
2432	4682	1091
2433	4685	1089
2434	4688	1087
2435	4691	1086
2436	4694	1084
2437	4697	1082
2438	4697	1080
2439	4698	1078
2440	4700	1076
2441	4704	1074
2442	4706	1073
2443	4709	1071
2444	4709	1069
2445	4712	1067
2446	4715	1065
2447	4718	1064
2448	4721	1062
2449	4724	1060
2450	4725	1058
2451	4728	1056
2452	4731	1054
2453	4732	1053
2454	4733	1050
2455	4736	1049
2456	4739	1047
2457	4741	1045
2458	4744	1043
2459	4745	1041
2460	4748	1039
2461	4751	1038
2462	4753	1036
2463	4756	1034
2464	4758	1032
2465	4761	1031
2466	4764	1029
2467	4767	1027
2468	4770	1025
2469	4772	1024
2470	4775	1022
2471	4778	1020
2472	4781	1018
2473	4784	1017
2474	4787	1015
2475	4790	1013
2476	4793	1012
2477	4797	1010
2478	4800	1008
2479	4803	1007
2480	4807	1005
2481	4810	1003
2482	4811	1001
2483	4814	1000
2484	4817	998
2485	4820	996
2486	4823	994
2487	4823	992
2488	4826	990
2489	4829	989
2490	4832	987
2491	4836	985
2492	4839	984
2493	4839	981
2494	4842	980
2495	4845	978
2496	4848	976
2497	4851	975
2498	4854	973
2499	4855	971
2500	4858	969
2501	4861	967
2502	4861	965
2503	4864	963
2504	4867	961
2505	4868	959
2506	4871	957
2507	4873	956
2508	4876	954
2509	4877	952
2510	4880	950
2511	4880	948
2512	4883	946
2513	4886	944
2514	4889	942
2515	4892	941
2516	4894	939
2517	4897	937
2518	4900	935
2519	4901	933
2520	4903	931
2521	4906	930
2522	4909	928
2523	4912	926
2524	4915	924
2525	4917	922
2526	4920	921
2527	4923	919
2528	4926	917
2529	4927	915
2530	4930	913
2531	4932	911
2532	4935	909
2533	4938	908
2534	4941	906
2535	4944	904
2536	4945	902
2537	4947	900
2538	4950	898
2539	4952	896
2540	4955	895
2541	4958	893
2542	4961	891
2543	4964	889
2544	4967	888
2545	4969	886
2546	4972	884
2547	4975	882
2548	4978	880
2549	4981	879
2550	4984	877
2551	4987	875
2552	4990	873
2553	4991	871
2554	4994	869
2555	4997	868
2556	5000	866
2557	5003	864
2558	5006	862
2559	5008	860
2560	5011	859
2561	5014	857
2562	5017	855
2563	5020	853
2564	5023	851
2565	5026	850
2566	5029	848
2567	5031	846
2568	5034	844
2569	5037	842
2570	5040	841
2571	5043	839
2572	5046	837
2573	5049	835
2574	5050	833
2575	5052	831
2576	5055	829
2577	5058	828
2578	5061	826
2579	5063	824
2580	5066	822
2581	5069	820
2582	5069	818
2583	5071	816
2584	5074	814
2585	5077	812
2586	5080	811
2587	5083	809
2588	5083	807
2589	5086	805
2590	5089	803
2591	5091	801
2592	5094	799
2593	5097	797
2594	5099	795
2595	5102	794
2596	5105	792
2597	5108	790
2598	5110	788
2599	5112	786
2600	5115	784
2601	5118	782
2602	5121	781
2603	5124	779
2604	5127	777
2605	5129	775
2606	5132	773
2607	5135	771
2608	5138	770
2609	5141	768
2610	5144	766
2611	5147	764
2612	5150	762
2613	5152	760
2614	5155	759
2615	5158	757
2616	5161	755
2617	5164	753
2618	5166	751
2619	5169	749
2620	5172	747
2621	5175	746
2622	5178	744
2623	5181	742
2624	5182	740
2625	5185	738
2626	5187	736
2627	5190	734
2628	5193	732
2629	5196	731
2630	5199	729
2631	5202	727
2632	5205	725
2633	5208	723
2634	5209	721
2635	5212	719
2636	5215	717
2637	5218	716
2638	5221	714
2639	5224	712
2640	5227	710
2641	5230	708
2642	5233	706
2643	5236	705
2644	5239	703
2645	5241	701
2646	5244	699
2647	5247	697
2648	5250	695
2649	5252	693
2650	5255	691
2651	5256	689
2652	5259	687
2653	5262	686
2654	5264	684
2655	5267	682
2656	5271	680
2657	5274	678
2658	5277	676
2659	5280	674
2660	5283	673
2661	5287	671
2662	5289	669
2663	5292	667
2664	5295	665
2665	5298	663
2666	5300	661
2667	5301	659
2668	5304	657
2669	5306	655
2670	5309	653
2671	5312	652
2672	5315	650
2673	5317	648
2674	5320	646
2675	5323	644
2676	5326	642
2677	5329	640
2678	5331	638
2679	5334	636
2680	5337	635
2681	5338	632
2682	5339	630
2683	5342	628
2684	5344	627
2685	5347	625
2686	5350	623
2687	5352	621
2688	5354	619
2689	5355	617
2690	5358	615
2691	5360	613
2692	5363	611
2693	5366	609
2694	5369	607
2695	5373	605
2696	5376	604
2697	5380	602
2698	5383	600
2699	5386	598
2700	5389	596
2701	5391	594
2702	5394	592
2703	5397	590
2704	5400	588
2705	5403	587
2706	5406	585
2707	5409	583
2708	5412	581
2709	5414	579
2710	5417	577
2711	5420	575
2712	5422	573
2713	5425	571
2714	5428	569
2715	5431	567
2716	5433	565
2717	5434	563
2718	5437	561
2719	5440	560
2720	5440	557
2721	5443	555
2722	5446	554
2723	5447	551
2724	5450	550
2725	5450	547
2726	5453	545
2727	5456	544
2728	5458	542
2729	5461	540
2730	5464	538
2731	5467	536
2732	5469	534
2733	5472	532
2734	5475	530
2735	5477	528
2736	5480	526
2737	5481	524
2738	5483	522
2739	5486	520
2740	5489	518
2741	5491	516
2742	5494	514
2743	5497	512
2744	5498	510
2745	5501	508
2746	5504	506
2747	5507	505
2748	5510	503
2749	5513	501
2750	5516	499
2751	5518	497
2752	5521	495
2753	5524	493
2754	5527	491
2755	5529	489
2756	5532	487
2757	5535	485
2758	5536	483
2759	5539	481
2760	5542	479
2761	5545	477
2762	5548	475
2763	5551	473
2764	5554	472
2765	5556	470
2766	5559	468
2767	5562	466
2768	5565	464
2769	5568	462
2770	5571	460
2771	5573	458
2772	5576	456
2773	5579	454
2774	5582	452
2775	5585	450
2776	5588	448
2777	5590	446
2778	5593	444
2779	5596	442
2780	5598	440
2781	5601	438
2782	5604	436
2783	5606	435
2784	5609	433
2785	5612	431
2786	5615	429
2787	5618	427
2788	5619	425
2789	5622	423
2790	5625	421
2791	5628	419
2792	5631	417
2793	5634	415
2794	5637	413
2795	5639	411
2796	5642	409
2797	5645	407
2798	5647	405
2799	5650	403
2800	5653	401
2801	5656	399
2802	5659	397
2803	5661	395
2804	5664	393
2805	5667	391
2806	5669	389
2807	5672	387
2808	5674	385
2809	5677	383
2810	5680	381
2811	5683	379
2812	5686	378
2813	5689	376
2814	5692	374
2815	5695	372
2816	5697	370
2817	5700	368
2818	5703	366
2819	5706	364
2820	5709	362
2821	5711	360
2822	5714	358
2823	5717	356
2824	5720	354
2825	5723	352
2826	5726	350
2827	5729	348
2828	5732	346
2829	5734	344
2830	5737	342
2831	5740	340
2832	5743	338
2833	5746	336
2834	5748	334
2835	5751	332
2836	5754	330
2837	5757	328
2838	5759	326
2839	5762	324
2840	5765	322
2841	5768	320
2842	5771	318
2843	5774	316
2844	5776	314
2845	5779	312
2846	5782	310
2847	5785	308
2848	5788	306
2849	5791	304
2850	5793	302
2851	5796	300
2852	5799	298
2853	5802	296
2854	5805	294
2855	5807	292
2856	5810	290
2857	5813	288
2858	5816	286
2859	5819	284
2860	5822	282
2861	5825	280
2862	5827	278
2863	5830	276
2864	5833	274
2865	5836	272
2866	5838	270
2867	5841	268
2868	5844	266
2869	5847	264
2870	5850	262
2871	5852	260
2872	5855	258
2873	5858	256
2874	5861	254
2875	5864	252
2876	5867	250
2877	5869	248
2878	5873	246
2879	5876	244
2880	5879	242
2881	5881	240
2882	5884	238
2883	5887	236
2884	5888	234
2885	5891	232
2886	5894	230
2887	5896	228
2888	5899	226
2889	5902	224
2890	5905	222
2891	5908	220
2892	5911	218
2893	5913	216
2894	5916	214
2895	5918	212
2896	5921	210
2897	5924	208
2898	5927	206
2899	5927	204
2900	5930	202
2901	5933	200
2902	5936	198
2903	5939	196
2904	5942	194
2905	5944	192
2906	5947	190
2907	5950	188
2908	5953	186
2909	5955	184
2910	5958	182
2911	5961	180
2912	5964	178
2913	5967	176
2914	5970	174
2915	5973	172
2916	5975	170
2917	5978	168
2918	5981	165
2919	5984	163
2920	5987	161
2921	5990	159
2922	5993	157
2923	5996	155
2924	5998	153
2925	6001	151
2926	6004	149
2927	6007	147
2928	6010	145
2929	6011	143
2930	6014	141
2931	6016	139
2932	6019	137
2933	6022	135
2934	6025	133
2935	6028	131
2936	6031	129
2937	6032	127
2938	6035	125
2939	6038	123
2940	6041	121
2941	6043	119
2942	6046	117
2943	6047	115
2944	6050	112
2945	6053	110
2946	6056	108
2947	6058	106
2948	6061	104
2949	6064	102
2950	6067	100
2951	6069	98
2952	6072	96
2953	6075	94
2954	6078	92
2955	6081	90
2956	6084	88
2957	6085	86
2958	6087	84
2959	6090	82
2960	6093	80
2961	6096	78
2962	6099	76
2963	6102	74
2964	6105	72
2965	6108	70
2966	6110	67
2967	6113	65
2968	6116	63
2969	6119	61
2970	6122	59
2971	6125	57
2972	6128	55
2973	6131	53
2974	6134	51
2975	6136	49
2976	6139	47
2977	6142	45
2978	6144	43
2979	6147	41
2980	6149	39
2981	6152	37
2982	6155	35
2983	6157	33
2984	6160	30
2985	6163	28
2986	6166	26
2987	6168	24
2988	6171	22
2989	6174	20
2990	6177	18
2991	6178	16
2992	6181	14
2993	6183	12
2994	6186	10
2995	6189	8
2996	6192	6
2997	6195	4
2998	6198	2
2999	6200	0
