iter	Passed	Remaining
190	139	2053
191	142	2082
192	144	2107
193	145	2099
194	145	2095
195	146	2088
196	146	2080
197	146	2077
198	147	2071
199	149	2097
200	151	2109
201	152	2107
202	152	2099
203	153	2109
204	154	2104
205	155	2114
206	158	2138
207	158	2133
208	161	2160
209	162	2158
210	164	2180
211	166	2192
212	167	2185
213	167	2178
214	168	2177
215	168	2172
216	169	2173
217	169	2166
218	170	2161
219	170	2154
220	171	2156
221	172	2152
222	172	2147
223	172	2142
224	173	2137
225	173	2131
226	174	2133
227	174	2126
228	175	2122
229	175	2115
230	176	2111
231	176	2108
232	177	2105
233	177	2098
234	180	2122
235	180	2116
236	181	2110
237	181	2106
238	181	2100
239	182	2095
240	182	2088
241	183	2090
242	183	2083
243	183	2078
244	184	2075
245	184	2070
246	187	2091
247	188	2094
248	189	2090
249	189	2084
250	189	2078
251	190	2074
252	190	2068
253	193	2088
254	193	2084
255	194	2080
256	196	2100
257	197	2098
258	200	2121
259	200	2115
260	203	2139
261	204	2133
262	204	2129
263	204	2124
264	206	2126
265	206	2123
266	207	2119
267	207	2113
268	207	2108
269	209	2116
270	209	2110
271	211	2118
272	211	2113
273	211	2108
274	212	2103
275	215	2123
276	215	2122
277	216	2119
278	216	2113
279	216	2107
280	217	2103
281	217	2098
282	218	2094
283	218	2089
284	219	2091
285	220	2088
286	222	2105
287	225	2122
288	226	2129
289	229	2147
290	232	2166
291	233	2166
292	234	2164
293	235	2163
294	236	2165
295	236	2160
296	236	2155
297	237	2152
298	240	2170
299	240	2166
300	243	2183
301	246	2201
302	247	2200
303	250	2220
304	250	2214
305	250	2209
306	253	2227
307	255	2229
308	258	2248
309	258	2243
310	260	2252
311	261	2254
312	262	2254
313	263	2252
314	263	2248
315	265	2256
316	266	2251
317	266	2245
318	267	2244
319	267	2243
320	268	2238
321	268	2234
322	269	2234
323	269	2229
324	273	2248
325	276	2265
326	279	2286
327	281	2293
328	281	2287
329	282	2282
330	282	2276
331	282	2273
332	285	2290
333	286	2289
334	287	2285
335	287	2280
336	287	2275
337	288	2271
338	291	2286
339	291	2282
340	292	2277
341	292	2276
342	294	2280
343	295	2278
344	296	2285
345	298	2287
346	299	2287
347	301	2300
348	303	2302
349	303	2297
350	304	2297
351	304	2292
352	307	2308
353	308	2305
354	308	2301
355	309	2297
356	309	2292
357	310	2288
358	311	2289
359	311	2284
360	312	2281
361	312	2276
362	312	2271
363	313	2266
364	313	2264
365	314	2265
366	317	2278
367	320	2290
368	320	2286
369	323	2298
370	326	2310
371	326	2309
372	327	2304
373	327	2300
374	327	2295
375	328	2292
376	330	2296
377	330	2292
378	330	2288
379	331	2285
380	334	2297
381	334	2295
382	335	2290
383	335	2285
384	335	2280
385	336	2277
386	338	2287
387	339	2283
388	339	2280
389	339	2274
390	342	2286
391	342	2281
392	343	2280
393	344	2276
394	344	2271
395	345	2274
396	346	2271
397	346	2266
398	347	2264
399	347	2259
400	348	2257
401	349	2257
402	350	2260
403	351	2260
404	352	2261
405	355	2272
406	356	2269
407	357	2270
408	357	2267
409	358	2263
410	358	2258
411	358	2253
412	359	2249
413	359	2247
414	360	2242
415	361	2242
416	361	2238
417	362	2236
418	362	2233
419	365	2244
420	368	2254
421	369	2257
422	370	2257
423	370	2253
424	373	2264
425	376	2274
426	379	2284
427	379	2279
428	382	2289
429	382	2286
430	383	2283
431	383	2280
432	383	2275
433	384	2272
434	385	2270
435	387	2280
436	388	2279
437	389	2276
438	389	2272
439	391	2275
440	393	2285
441	394	2281
442	394	2277
443	397	2286
444	397	2282
445	397	2278
446	398	2274
447	401	2284
448	403	2294
449	406	2303
450	409	2314
451	412	2324
452	413	2322
453	413	2317
454	413	2313
455	413	2309
456	414	2305
457	417	2314
458	419	2323
459	421	2326
460	421	2322
461	422	2319
462	422	2317
463	425	2325
464	425	2321
465	426	2317
466	426	2313
467	429	2322
468	429	2318
469	430	2314
470	430	2311
471	431	2310
472	431	2306
473	434	2314
474	437	2325
475	439	2328
476	441	2336
477	442	2332
478	443	2334
479	444	2331
480	445	2330
481	445	2326
482	446	2329
483	447	2325
484	447	2320
485	450	2328
486	450	2323
487	450	2319
488	451	2316
489	452	2316
490	453	2317
491	456	2325
492	458	2332
493	461	2341
494	462	2339
495	464	2346
496	467	2353
497	467	2349
498	470	2358
499	473	2366
500	474	2365
501	474	2362
502	477	2370
503	477	2367
504	478	2363
505	478	2358
506	480	2361
507	480	2357
508	481	2354
509	481	2350
510	481	2345
511	482	2343
512	484	2348
513	484	2345
514	485	2342
515	485	2339
516	486	2335
517	486	2331
518	487	2328
519	488	2327
520	488	2325
521	491	2334
522	492	2330
523	492	2328
524	494	2331
525	495	2329
526	495	2325
527	495	2321
528	498	2330
529	503	2346
530	503	2342
531	507	2355
532	508	2353
533	509	2350
534	510	2353
535	514	2366
536	534	2453
537	537	2460
538	541	2472
539	542	2471
540	543	2469
541	544	2468
542	546	2474
543	547	2473
544	548	2469
545	551	2478
546	555	2490
547	560	2506
548	560	2503
549	561	2501
550	563	2504
551	563	2500
552	564	2497
553	565	2495
554	568	2503
555	571	2512
556	573	2515
557	574	2513
558	576	2515
559	576	2513
560	578	2513
561	579	2512
562	579	2508
563	580	2505
564	582	2512
565	583	2509
566	584	2506
567	586	2513
568	587	2508
569	589	2511
570	589	2508
571	590	2504
572	590	2500
573	593	2507
574	596	2514
575	596	2510
576	596	2505
577	598	2507
578	598	2503
579	599	2503
580	600	2502
581	601	2498
582	601	2494
583	601	2490
584	602	2486
585	602	2482
586	605	2488
587	605	2484
588	608	2489
589	608	2485
590	609	2483
591	609	2480
592	610	2477
593	611	2476
594	612	2473
595	612	2470
596	614	2475
597	615	2470
598	615	2468
599	618	2473
600	620	2475
601	621	2477
602	622	2473
603	623	2472
604	626	2478
605	626	2475
606	626	2471
607	629	2476
608	629	2473
609	631	2474
610	631	2470
611	633	2471
612	634	2471
613	636	2471
614	639	2478
615	640	2479
616	643	2487
617	646	2492
618	647	2489
619	647	2485
620	648	2484
621	651	2491
622	651	2487
623	654	2493
624	655	2491
625	656	2488
626	656	2484
627	657	2482
628	660	2487
629	660	2486
630	663	2492
631	664	2488
632	666	2493
633	667	2491
634	668	2489
635	671	2495
636	671	2492
637	673	2493
638	673	2489
639	676	2494
640	679	2499
641	679	2495
642	680	2493
643	682	2498
644	683	2494
645	683	2491
646	684	2489
647	684	2486
648	685	2483
649	686	2480
650	686	2476
651	686	2473
652	687	2470
653	687	2466
654	688	2464
655	689	2465
656	690	2461
657	692	2466
658	695	2470
659	696	2469
660	699	2474
661	701	2479
662	702	2476
663	703	2474
664	703	2470
665	704	2469
666	707	2474
667	707	2470
668	710	2475
669	711	2475
670	712	2472
671	712	2469
672	713	2465
673	714	2464
674	715	2464
675	718	2468
676	720	2473
677	721	2469
678	721	2466
679	721	2463
680	724	2467
681	727	2472
682	730	2477
683	733	2482
684	735	2486
685	737	2487
686	737	2483
687	738	2481
688	739	2480
689	741	2481
690	741	2477
691	744	2482
692	747	2488
693	748	2487
694	750	2487
695	752	2491
696	753	2489
697	753	2486
698	754	2483
699	754	2480
700	755	2476
701	757	2480
702	757	2476
703	760	2480
704	762	2483
705	765	2488
706	766	2485
707	766	2481
708	766	2478
709	767	2474
710	767	2471
711	768	2469
712	769	2468
713	770	2466
714	773	2470
715	773	2467
716	776	2471
717	776	2469
718	777	2466
719	777	2463
720	780	2468
721	781	2467
722	783	2467
723	786	2471
724	787	2471
725	787	2467
726	788	2464
727	788	2461
728	789	2458
729	789	2456
730	790	2452
731	791	2453
732	792	2450
733	794	2454
734	796	2453
735	797	2453
736	798	2450
737	799	2449
738	801	2453
739	802	2450
740	803	2450
741	805	2450
742	808	2454
743	808	2451
744	811	2456
745	812	2454
746	812	2451
747	813	2449
748	816	2452
749	817	2453
750	820	2457
751	823	2461
752	826	2466
753	826	2463
754	827	2460
755	828	2459
756	829	2457
757	830	2455
758	832	2457
759	833	2456
760	836	2462
761	839	2466
762	841	2468
763	842	2465
764	842	2462
765	845	2467
766	847	2466
767	850	2470
768	853	2475
769	855	2479
770	859	2483
771	861	2486
772	864	2489
773	864	2486
774	864	2483
775	865	2480
776	866	2478
777	867	2476
778	869	2479
779	870	2477
780	871	2476
781	872	2474
782	875	2477
783	875	2474
784	876	2471
785	876	2469
786	878	2469
787	878	2466
788	879	2464
789	879	2460
790	880	2459
791	883	2463
792	885	2463
793	887	2466
794	890	2469
795	893	2472
796	894	2473
797	895	2471
798	898	2474
799	898	2471
800	899	2469
801	899	2466
802	900	2463
803	902	2466
804	904	2466
805	905	2463
806	905	2460
807	906	2459
808	906	2455
809	907	2452
810	909	2455
811	912	2459
812	913	2456
813	913	2453
814	916	2457
815	918	2459
816	920	2459
817	920	2456
818	923	2460
819	924	2457
820	927	2460
821	927	2458
822	928	2455
823	929	2453
824	929	2450
825	932	2453
826	932	2450
827	935	2453
828	935	2450
829	936	2447
830	936	2445
831	939	2448
832	941	2448
833	941	2445
834	943	2445
835	943	2442
836	946	2445
837	947	2443
838	949	2446
839	952	2448
840	955	2451
841	957	2454
842	958	2453
843	959	2449
844	961	2452
845	964	2455
846	966	2455
847	968	2458
848	969	2455
849	971	2458
850	974	2460
851	975	2458
852	975	2455
853	976	2454
854	977	2451
855	978	2451
856	981	2454
857	984	2456
858	985	2455
859	988	2458
860	988	2456
861	989	2453
862	989	2450
863	990	2448
864	992	2450
865	995	2453
866	995	2449
867	996	2448
868	997	2445
869	1000	2448
870	1003	2451
871	1003	2448
872	1006	2451
873	1008	2453
874	1011	2456
875	1011	2453
876	1014	2455
877	1014	2452
878	1015	2449
879	1015	2446
880	1018	2449
881	1021	2452
882	1021	2449
883	1022	2447
884	1024	2447
885	1024	2445
886	1026	2444
887	1026	2441
888	1027	2438
889	1029	2440
890	1029	2437
891	1029	2434
892	1030	2431
893	1030	2428
894	1031	2425
895	1031	2422
896	1032	2421
897	1033	2420
898	1036	2422
899	1039	2425
900	1040	2425
901	1043	2427
902	1044	2426
903	1047	2428
904	1047	2425
905	1048	2422
906	1049	2421
907	1050	2421
908	1052	2421
909	1053	2419
910	1053	2416
911	1053	2413
912	1056	2415
913	1057	2412
914	1057	2410
915	1058	2407
916	1058	2405
917	1060	2404
918	1060	2401
919	1063	2403
920	1066	2406
921	1066	2404
922	1069	2405
923	1069	2402
924	1070	2400
925	1070	2397
926	1071	2396
927	1073	2396
928	1075	2398
929	1076	2396
930	1077	2393
931	1077	2390
932	1079	2392
933	1082	2394
934	1082	2391
935	1085	2393
936	1085	2391
937	1088	2392
938	1088	2389
939	1089	2386
940	1091	2389
941	1092	2386
942	1093	2384
943	1094	2384
944	1095	2381
945	1098	2384
946	1098	2381
947	1098	2378
948	1101	2380
949	1103	2380
950	1105	2382
951	1107	2381
952	1109	2383
953	1110	2381
954	1110	2378
955	1113	2381
956	1114	2379
957	1117	2381
958	1117	2378
959	1117	2375
960	1118	2372
961	1118	2369
962	1120	2371
963	1121	2368
964	1122	2366
965	1122	2363
966	1122	2360
967	1123	2358
968	1125	2358
969	1125	2356
970	1126	2354
971	1129	2357
972	1132	2359
973	1135	2361
974	1138	2364
975	1141	2366
976	1144	2369
977	1147	2372
978	1148	2371
979	1149	2369
980	1152	2371
981	1153	2370
982	1153	2367
983	1154	2364
984	1156	2366
985	1157	2363
986	1159	2363
987	1162	2366
988	1164	2368
989	1167	2370
990	1168	2368
991	1170	2369
992	1173	2371
993	1176	2373
994	1176	2370
995	1176	2367
996	1177	2366
997	1178	2363
998	1178	2361
999	1179	2359
1000	1180	2356
1001	1181	2356
1002	1184	2358
1003	1185	2357
1004	1188	2359
1005	1189	2357
1006	1192	2359
1007	1192	2356
1008	1195	2358
1009	1197	2360
1010	1198	2358
1011	1200	2358
1012	1200	2355
1013	1203	2356
1014	1205	2358
1015	1208	2360
1016	1209	2357
1017	1211	2359
1018	1213	2358
1019	1213	2356
1020	1214	2353
1021	1215	2352
1022	1215	2349
1023	1216	2346
1024	1218	2348
1025	1220	2347
1026	1220	2344
1027	1221	2343
1028	1222	2341
1029	1222	2338
1030	1223	2336
1031	1223	2333
1032	1225	2333
1033	1228	2335
1034	1228	2333
1035	1229	2330
1036	1229	2327
1037	1230	2325
1038	1233	2327
1039	1235	2328
1040	1236	2327
1041	1237	2324
1042	1240	2326
1043	1241	2326
1044	1242	2323
1045	1244	2325
1046	1245	2323
1047	1246	2321
1048	1248	2322
1049	1249	2320
1050	1249	2317
1051	1252	2319
1052	1255	2320
1053	1257	2322
1054	1258	2319
1055	1260	2321
1056	1263	2323
1057	1264	2321
1058	1264	2318
1059	1265	2316
1060	1266	2313
1061	1268	2315
1062	1269	2312
1063	1269	2310
1064	1272	2312
1065	1273	2310
1066	1273	2307
1067	1276	2308
1068	1276	2306
1069	1279	2307
1070	1279	2304
1071	1280	2302
1072	1280	2299
1073	1283	2301
1074	1284	2299
1075	1285	2298
1076	1286	2297
1077	1287	2295
1078	1287	2292
1079	1288	2290
1080	1288	2288
1081	1289	2285
1082	1290	2284
1083	1291	2282
1084	1292	2281
1085	1295	2283
1086	1298	2285
1087	1301	2286
1088	1301	2283
1089	1303	2283
1090	1306	2286
1091	1307	2284
1092	1308	2282
1093	1308	2280
1094	1309	2277
1095	1312	2279
1096	1314	2281
1097	1317	2282
1098	1318	2280
1099	1318	2277
1100	1320	2277
1101	1323	2279
1102	1326	2281
1103	1326	2278
1104	1327	2276
1105	1328	2274
1106	1330	2275
1107	1332	2275
1108	1335	2277
1109	1338	2279
1110	1339	2277
1111	1342	2279
1112	1345	2281
1113	1348	2283
1114	1349	2282
1115	1351	2281
1116	1352	2279
1117	1354	2279
1118	1357	2281
1119	1357	2279
1120	1358	2277
1121	1362	2279
1122	1362	2277
1123	1362	2274
1124	1365	2276
1125	1366	2274
1126	1368	2274
1127	1368	2271
1128	1369	2269
1129	1372	2271
1130	1375	2273
1131	1378	2273
1132	1379	2273
1133	1383	2276
1134	1383	2273
1135	1384	2271
1136	1386	2271
1137	1386	2268
1138	1389	2270
1139	1393	2273
1140	1396	2274
1141	1396	2272
1142	1397	2270
1143	1401	2273
1144	1401	2270
1145	1403	2270
1146	1403	2267
1147	1404	2265
1148	1407	2267
1149	1410	2269
1150	1413	2269
1151	1413	2268
1152	1414	2265
1153	1415	2263
1154	1417	2263
1155	1417	2261
1156	1420	2263
1157	1423	2264
1158	1424	2262
1159	1424	2260
1160	1427	2261
1161	1428	2259
1162	1431	2261
1163	1432	2259
1164	1433	2257
1165	1433	2254
1166	1435	2254
1167	1436	2253
1168	1437	2251
1169	1440	2253
1170	1441	2251
1171	1444	2253
1172	1445	2251
1173	1446	2249
1174	1447	2247
1175	1447	2245
1176	1451	2247
1177	1451	2244
1178	1452	2243
1179	1453	2241
1180	1455	2241
1181	1458	2243
1182	1461	2244
1183	1464	2246
1184	1465	2244
1185	1466	2242
1186	1469	2244
1187	1469	2241
1188	1473	2243
1189	1473	2241
1190	1477	2243
1191	1477	2241
1192	1481	2243
1193	1485	2246
1194	1488	2249
1195	1492	2250
1196	1495	2252
1197	1495	2250
1198	1496	2247
1199	1496	2245
1200	1499	2245
1201	1502	2248
1202	1503	2246
1203	1506	2246
1204	1506	2244
1205	1509	2244
1206	1510	2243
1207	1514	2246
1208	1515	2245
1209	1519	2247
1210	1523	2250
1211	1525	2250
1212	1528	2252
1213	1529	2249
1214	1529	2247
1215	1533	2249
1216	1539	2255
1217	1540	2254
1218	1543	2254
1219	1543	2252
1220	1544	2250
1221	1544	2247
1222	1547	2249
1223	1548	2247
1224	1551	2248
1225	1552	2245
1226	1553	2244
1227	1554	2243
1228	1554	2240
1229	1557	2241
1230	1558	2239
1231	1558	2236
1232	1559	2235
1233	1560	2232
1234	1560	2230
1235	1563	2230
1236	1564	2230
1237	1566	2229
1238	1567	2227
1239	1567	2225
1240	1569	2224
1241	1570	2222
1242	1570	2220
1243	1573	2221
1244	1576	2222
1245	1577	2220
1246	1577	2217
1247	1580	2218
1248	1581	2216
1249	1581	2214
1250	1583	2213
1251	1584	2211
1252	1586	2212
1253	1588	2211
1254	1591	2212
1255	1592	2210
1256	1594	2211
1257	1595	2209
1258	1598	2210
1259	1598	2207
1260	1601	2208
1261	1602	2206
1262	1605	2207
1263	1608	2208
1264	1609	2207
1265	1611	2206
1266	1613	2207
1267	1614	2205
1268	1617	2206
1269	1617	2203
1270	1618	2201
1271	1619	2199
1272	1619	2197
1273	1622	2198
1274	1625	2199
1275	1626	2197
1276	1629	2198
1277	1629	2195
1278	1632	2196
1279	1635	2197
1280	1635	2194
1281	1636	2193
1282	1637	2190
1283	1638	2189
1284	1639	2187
1285	1639	2185
1286	1640	2183
1287	1641	2181
1288	1642	2179
1289	1643	2178
1290	1646	2179
1291	1646	2177
1292	1647	2174
1293	1647	2172
1294	1650	2173
1295	1651	2171
1296	1651	2168
1297	1654	2169
1298	1657	2169
1299	1658	2169
1300	1659	2166
1301	1660	2164
1302	1662	2165
1303	1665	2166
1304	1667	2165
1305	1669	2165
1306	1672	2165
1307	1672	2163
1308	1673	2161
1309	1675	2161
1310	1676	2159
1311	1679	2160
1312	1679	2157
1313	1679	2155
1314	1680	2153
1315	1680	2150
1316	1683	2151
1317	1684	2149
1318	1686	2149
1319	1689	2150
1320	1692	2151
1321	1692	2148
1322	1695	2149
1323	1696	2147
1324	1697	2145
1325	1699	2145
1326	1700	2143
1327	1700	2140
1328	1700	2138
1329	1701	2136
1330	1701	2134
1331	1703	2133
1332	1706	2133
1333	1706	2131
1334	1707	2129
1335	1709	2129
1336	1712	2129
1337	1712	2127
1338	1714	2127
1339	1716	2125
1340	1716	2123
1341	1719	2124
1342	1719	2121
1343	1722	2122
1344	1725	2122
1345	1727	2123
1346	1728	2120
1347	1728	2118
1348	1728	2116
1349	1731	2116
1350	1734	2116
1351	1735	2115
1352	1738	2116
1353	1741	2116
1354	1742	2115
1355	1744	2114
1356	1744	2112
1357	1746	2111
1358	1749	2112
1359	1750	2111
1360	1750	2108
1361	1751	2106
1362	1751	2103
1363	1752	2101
1364	1752	2099
1365	1753	2097
1366	1754	2095
1367	1754	2093
1368	1755	2091
1369	1758	2092
1370	1761	2092
1371	1764	2093
1372	1766	2093
1373	1767	2091
1374	1770	2091
1375	1770	2089
1376	1773	2090
1377	1774	2088
1378	1776	2088
1379	1779	2089
1380	1780	2087
1381	1783	2087
1382	1785	2087
1383	1786	2085
1384	1787	2084
1385	1791	2085
1386	1791	2083
1387	1794	2084
1388	1795	2082
1389	1798	2082
1390	1799	2081
1391	1802	2081
1392	1802	2079
1393	1803	2077
1394	1805	2076
1395	1805	2074
1396	1806	2073
1397	1807	2070
1398	1807	2068
1399	1807	2066
1400	1810	2066
1401	1813	2067
1402	1816	2068
1403	1817	2065
1404	1817	2063
1405	1820	2064
1406	1823	2064
1407	1824	2062
1408	1824	2060
1409	1826	2059
1410	1826	2057
1411	1828	2056
1412	1831	2056
1413	1833	2056
1414	1833	2054
1415	1834	2051
1416	1837	2052
1417	1837	2050
1418	1838	2047
1419	1841	2048
1420	1843	2049
1421	1845	2047
1422	1847	2047
1423	1848	2045
1424	1849	2044
1425	1850	2042
1426	1851	2040
1427	1852	2038
1428	1852	2036
1429	1852	2034
1430	1854	2033
1431	1855	2031
1432	1855	2028
1433	1856	2026
1434	1859	2027
1435	1859	2025
1436	1862	2025
1437	1863	2024
1438	1866	2024
1439	1867	2022
1440	1867	2020
1441	1870	2020
1442	1870	2018
1443	1873	2018
1444	1874	2016
1445	1877	2017
1446	1877	2015
1447	1877	2012
1448	1880	2013
1449	1883	2013
1450	1883	2011
1451	1886	2011
1452	1889	2011
1453	1892	2012
1454	1892	2009
1455	1893	2007
1456	1893	2005
1457	1894	2003
1458	1895	2001
1459	1897	2001
1460	1898	1999
1461	1899	1997
1462	1901	1997
1463	1904	1998
1464	1905	1996
1465	1906	1994
1466	1906	1992
1467	1906	1990
1468	1909	1990
1469	1910	1988
1470	1912	1988
1471	1913	1986
1472	1916	1986
1473	1918	1985
1474	1918	1983
1475	1921	1983
1476	1921	1981
1477	1924	1981
1478	1927	1981
1479	1930	1982
1480	1931	1981
1481	1934	1981
1482	1936	1980
1483	1938	1980
1484	1939	1978
1485	1941	1978
1486	1944	1978
1487	1945	1976
1488	1945	1974
1489	1947	1973
1490	1950	1973
1491	1950	1971
1492	1951	1969
1493	1953	1969
1494	1956	1969
1495	1957	1967
1496	1957	1965
1497	1958	1963
1498	1959	1961
1499	1960	1960
1500	1961	1958
1501	1964	1958
1502	1966	1958
1503	1969	1959
1504	1970	1957
1505	1973	1957
1506	1974	1955
1507	1974	1953
1508	1975	1951
1509	1976	1950
1510	1979	1950
1511	1982	1950
1512	1984	1950
1513	1985	1948
1514	1986	1946
1515	1988	1946
1516	1991	1947
1517	1994	1947
1518	1997	1947
1519	2000	1947
1520	2000	1945
1521	2003	1945
1522	2003	1943
1523	2004	1941
1524	2004	1938
1525	2007	1938
1526	2007	1936
1527	2009	1936
1528	2012	1936
1529	2013	1934
1530	2014	1932
1531	2017	1933
1532	2017	1930
1533	2018	1928
1534	2020	1928
1535	2023	1928
1536	2024	1926
1537	2024	1924
1538	2024	1921
1539	2025	1920
1540	2027	1919
1541	2028	1917
1542	2028	1915
1543	2030	1914
1544	2030	1912
1545	2031	1910
1546	2032	1908
1547	2034	1907
1548	2034	1905
1549	2037	1905
1550	2039	1905
1551	2042	1905
1552	2045	1906
1553	2048	1906
1554	2051	1906
1555	2052	1904
1556	2055	1904
1557	2058	1904
1558	2058	1902
1559	2061	1902
1560	2064	1903
1561	2064	1900
1562	2065	1898
1563	2065	1896
1564	2068	1896
1565	2071	1896
1566	2071	1894
1567	2072	1893
1568	2075	1893
1569	2076	1891
1570	2076	1889
1571	2077	1887
1572	2080	1887
1573	2081	1885
1574	2082	1883
1575	2083	1882
1576	2084	1881
1577	2087	1881
1578	2090	1881
1579	2093	1881
1580	2097	1882
1581	2098	1880
1582	2099	1879
1583	2101	1878
1584	2101	1876
1585	2102	1874
1586	2102	1872
1587	2103	1870
1588	2103	1868
1589	2106	1868
1590	2109	1868
1591	2111	1867
1592	2113	1866
1593	2116	1866
1594	2119	1866
1595	2122	1867
1596	2123	1865
1597	2123	1863
1598	2126	1863
1599	2129	1863
1600	2133	1864
1601	2133	1861
1602	2136	1862
1603	2140	1862
1604	2140	1860
1605	2141	1858
1606	2142	1857
1607	2145	1857
1608	2146	1855
1609	2149	1856
1610	2152	1856
1611	2156	1856
1612	2159	1857
1613	2162	1857
1614	2166	1857
1615	2166	1855
1616	2168	1855
1617	2172	1855
1618	2172	1853
1619	2176	1853
1620	2177	1852
1621	2181	1853
1622	2184	1853
1623	2187	1853
1624	2191	1854
1625	2193	1853
1626	2194	1851
1627	2201	1855
1628	2209	1859
1629	2213	1860
1630	2218	1862
1631	2219	1860
1632	2220	1858
1633	2224	1859
1634	2225	1857
1635	2228	1858
1636	2228	1855
1637	2230	1854
1638	2231	1853
1639	2232	1851
1640	2232	1849
1641	2238	1851
1642	2249	1858
1643	2256	1861
1644	2260	1862
1645	2264	1862
1646	2278	1871
1647	2293	1881
1648	2325	1905
1649	2329	1906
1650	2330	1903
1651	2331	1902
1652	2335	1903
1653	2336	1901
1654	2340	1902
1655	2347	1905
1656	2353	1907
1657	2360	1910
1658	2366	1913
1659	2369	1912
1660	2372	1912
1661	2377	1914
1662	2381	1914
1663	2385	1915
1664	2386	1913
1665	2390	1913
1666	2394	1914
1667	2394	1912
1668	2398	1912
1669	2402	1913
1670	2402	1911
1671	2403	1909
1672	2407	1909
1673	2409	1908
1674	2413	1909
1675	2417	1909
1676	2420	1909
1677	2421	1907
1678	2425	1907
1679	2428	1907
1680	2431	1907
1681	2432	1905
1682	2432	1903
1683	2433	1901
1684	2436	1901
1685	2437	1899
1686	2437	1897
1687	2439	1896
1688	2440	1894
1689	2443	1894
1690	2447	1894
1691	2449	1893
1692	2449	1891
1693	2452	1890
1694	2456	1890
1695	2456	1888
1696	2456	1886
1697	2460	1886
1698	2462	1885
1699	2462	1883
1700	2463	1881
1701	2466	1881
1702	2467	1879
1703	2468	1877
1704	2468	1875
1705	2472	1875
1706	2472	1872
1707	2472	1870
1708	2476	1870
1709	2479	1870
1710	2481	1869
1711	2483	1868
1712	2486	1868
1713	2486	1865
1714	2488	1864
1715	2489	1862
1716	2492	1862
1717	2496	1862
1718	2497	1860
1719	2497	1858
1720	2500	1858
1721	2501	1856
1722	2506	1857
1723	2508	1856
1724	2513	1857
1725	2518	1858
1726	2522	1859
1727	2529	1861
1728	2541	1868
1729	2544	1867
1730	2552	1871
1731	2557	1872
1732	2563	1874
1733	2569	1875
1734	2576	1878
1735	2581	1879
1736	2589	1882
1737	2594	1883
1738	2599	1885
1739	2600	1883
1740	2605	1883
1741	2608	1883
1742	2609	1881
1743	2611	1880
1744	2620	1884
1745	2621	1882
1746	2630	1886
1747	2631	1884
1748	2633	1883
1749	2635	1882
1750	2645	1887
1751	2646	1885
1752	2648	1884
1753	2701	1919
1754	2705	1919
1755	2705	1916
1756	2706	1915
1757	2707	1913
1758	2711	1913
1759	2717	1914
