iter	Logloss
381	0.4200501694
382	0.4199658051
383	0.4198832388
384	0.4197296666
385	0.419460144
386	0.4191037332
387	0.4189999914
388	0.4188259765
389	0.418771135
390	0.4184497456
391	0.4183580108
392	0.4181500255
393	0.4179225489
394	0.4178927631
395	0.4175522494
396	0.4174022423
397	0.4173058175
398	0.4170898381
399	0.4170383938
400	0.4167688083
401	0.416506482
402	0.4161727869
403	0.4159995134
404	0.415829294
405	0.4154611727
406	0.4153072592
407	0.4150719048
408	0.4147964797
409	0.4147011965
410	0.4145586536
411	0.4144912343
412	0.4144178747
413	0.4141509223
414	0.4141051518
415	0.4138251627
416	0.413743755
417	0.4134774368
418	0.4132345645
419	0.4128496327
420	0.4125249911
421	0.4122311926
422	0.4119742464
423	0.4118969209
424	0.411485109
425	0.4111580445
426	0.4107763041
427	0.4107350939
428	0.4103576854
429	0.4102640158
430	0.4101247884
431	0.4099960914
432	0.4099562158
433	0.4098023427
434	0.4096538451
435	0.4092364326
436	0.4090712574
437	0.4089142325
438	0.4088402778
439	0.4085570661
440	0.4082130658
441	0.4081255079
442	0.4080349014
443	0.4077051298
444	0.4076379028
445	0.4075991486
446	0.4075218205
447	0.407201353
448	0.4068277332
449	0.4065389345
450	0.4062044283
451	0.4059047959
452	0.4056749131
453	0.4056117255
454	0.4055384537
455	0.4054860959
456	0.4054343208
457	0.4051767358
458	0.4048460651
459	0.4046250467
460	0.4045726112
461	0.4044242407
462	0.4042300953
463	0.4039167686
464	0.4038854438
465	0.4037420173
466	0.4036175104
467	0.403317341
468	0.4032561673
469	0.4031680933
470	0.4030490047
471	0.4028736353
472	0.4027658978
473	0.4025519183
474	0.4022616659
475	0.40197165
476	0.401730207
477	0.4016302688
478	0.4013812114
479	0.4012727533
480	0.4010527805
481	0.4010140736
482	0.4007309832
483	0.4007008986
484	0.4006740497
485	0.4003950191
486	0.4003685126
487	0.4003401313
488	0.4002030164
489	0.3999642097
490	0.3997263806
491	0.3995160639
492	0.3992422539
493	0.3989219619
494	0.398731239
495	0.3984267844
496	0.3981579761
497	0.3981046996
498	0.3978044213
499	0.3975274173
500	0.3973100567
501	0.3972448625
502	0.3969728071
503	0.3968881581
504	0.3968529235
505	0.3968129578
506	0.3966456085
507	0.3965918165
508	0.39646283
509	0.3964185068
510	0.3963963054
511	0.3963061786
512	0.3960219678
513	0.3959584255
514	0.3959026804
515	0.3958406509
516	0.3957533798
517	0.395684539
518	0.395591553
519	0.395427923
520	0.395257113
521	0.3949307457
522	0.3948903268
523	0.3947308552
524	0.3945545603
525	0.3944583265
526	0.3944189424
527	0.3943725125
528	0.3941654442
529	0.3938996708
530	0.3938802681
531	0.3935906844
532	0.3935472426
533	0.3934899685
534	0.3932856853
535	0.3930651016
536	0.3928329611
537	0.3926143729
538	0.3924979808
539	0.39248017
540	0.392393208
541	0.3922790887
542	0.3920051417
543	0.3918571737
544	0.3917874148
545	0.3914960593
546	0.3912748459
547	0.3910373769
548	0.3909607361
549	0.3908609486
550	0.3906503582
551	0.3906169141
552	0.390543828
553	0.3903871046
554	0.3902083904
555	0.3898637647
556	0.3897965897
557	0.3896455691
558	0.3894169126
559	0.3892621672
560	0.3891381494
561	0.3889074257
562	0.3888159486
563	0.3887705807
564	0.3885489564
565	0.3884603397
566	0.3884324278
567	0.388169555
568	0.3881551861
569	0.3879928741
570	0.3879657574
571	0.3878887091
572	0.3878791588
573	0.3876428897
574	0.3873195982
575	0.3872515342
576	0.3872379436
577	0.3870577995
578	0.3870296637
579	0.3868650648
580	0.3867122263
581	0.3866833561
582	0.386646487
583	0.3865833606
584	0.3864708326
585	0.3864579705
586	0.3861714377
587	0.3860914736
588	0.3859019607
589	0.3858868994
590	0.3857908007
591	0.38564132
592	0.3855330062
593	0.3853808985
594	0.3852898257
595	0.3851915576
596	0.3849818189
597	0.3849701711
598	0.3848816848
599	0.3846971726
600	0.3845289654
601	0.3843629997
602	0.3843093361
603	0.3841280002
604	0.3838743411
605	0.3838514092
606	0.383832514
607	0.3836318507
608	0.3835935537
609	0.383480746
610	0.3834584209
611	0.3832643177
612	0.3831565611
613	0.3829725328
614	0.3828026918
615	0.3826053673
616	0.3824204009
617	0.3822710981
618	0.3822002981
619	0.382172342
620	0.381998687
621	0.3816730288
622	0.381642341
623	0.3814900962
624	0.3813925528
625	0.3812992737
626	0.3812898614
627	0.3811369384
628	0.3809512803
629	0.3808781496
630	0.3807524669
631	0.3807321409
632	0.3804782874
633	0.3804251812
634	0.380346142
635	0.3801748154
636	0.3801323211
637	0.3799984717
638	0.3799352384
639	0.3797325151
640	0.3795115842
641	0.3794627115
642	0.3793624154
643	0.379077331
644	0.3790591406
645	0.3789646598
646	0.3788616347
647	0.3787817543
648	0.3787164807
649	0.378604464
650	0.3785834364
651	0.3785509532
652	0.3784833759
653	0.3784176483
654	0.3783443193
655	0.3782377529
656	0.3782122661
657	0.3780381566
658	0.3778866929
659	0.37776814
660	0.3776275518
661	0.3774600948
662	0.3773850334
663	0.3772522949
664	0.3772193599
665	0.3770937381
666	0.3768787805
667	0.3768331011
668	0.3766218441
669	0.3764628429
670	0.3764087259
671	0.3763691106
672	0.3763414104
673	0.3761913209
674	0.3760860005
675	0.375877816
676	0.3756395777
677	0.3756286918
678	0.3755428602
679	0.3755372051
680	0.3753865343
681	0.3751818794
682	0.3749537125
683	0.3747459057
684	0.3745085046
685	0.3743466472
686	0.3743250664
687	0.3742604076
688	0.3741367973
689	0.3740526152
690	0.3740210381
691	0.3738046911
692	0.3735133071
693	0.3733994337
694	0.3732664846
695	0.3731287896
696	0.3730220285
697	0.3729618121
698	0.3729185651
699	0.3728978505
700	0.3728836434
701	0.3727622777
702	0.3727465719
703	0.3726026584
704	0.3724556872
705	0.3723038365
706	0.3722055825
707	0.372176539
708	0.3721563147
709	0.3721439807
710	0.3720889113
711	0.3719832526
712	0.3718380527
713	0.3717141573
714	0.371510828
715	0.3714769078
716	0.3712846197
717	0.371212739
718	0.371087213
719	0.3710632372
720	0.370910054
721	0.3708532395
722	0.3707028864
723	0.3704798398
724	0.3703475308
725	0.3703430412
726	0.370265611
727	0.3702325757
728	0.3702133435
729	0.3701301476
730	0.3701190817
731	0.3699960986
732	0.3699800416
733	0.3697323075
734	0.3696268982
735	0.3694765291
736	0.369396259
737	0.3693037492
738	0.3691335352
739	0.3690828145
740	0.3689326497
741	0.3687666204
742	0.3686074566
743	0.3685903394
744	0.3684021431
745	0.3683577912
746	0.3683216813
747	0.3682575346
748	0.3681157797
749	0.3680122617
750	0.3678355278
751	0.3676608934
752	0.367453285
753	0.367421181
754	0.3674028887
755	0.3673052737
756	0.3672607123
757	0.3671486604
758	0.3670591559
759	0.3669717753
760	0.3668239057
761	0.366555205
762	0.3664291912
763	0.366396494
764	0.3663037539
765	0.3661456446
766	0.3660628478
767	0.3657978881
768	0.3656746272
769	0.3654619381
770	0.3652928157
771	0.3652109372
772	0.3651295747
773	0.3651266856
774	0.3650578921
775	0.3650168877
776	0.3649334319
777	0.3648949811
778	0.3647559684
779	0.3646843158
780	0.3645679043
781	0.3645341903
782	0.3643292898
783	0.3643266583
784	0.3642293982
785	0.364150577
786	0.3640588637
787	0.3640183676
788	0.363982535
789	0.3639516241
790	0.363870142
791	0.3637422085
792	0.363593739
793	0.3634623999
794	0.3632891939
795	0.3631854182
796	0.3630683478
797	0.3630051059
798	0.3628806089
799	0.3628018412
800	0.3627471129
801	0.3627339788
802	0.3627079777
803	0.3625760171
804	0.3624356459
805	0.3624126066
806	0.3623829811
807	0.3622746252
808	0.3622723447
809	0.362265177
810	0.3621140061
811	0.3619212521
812	0.3619149402
813	0.3618546243
814	0.3616654753
815	0.3614338218
816	0.3613724602
817	0.3613388603
818	0.3611786454
819	0.3611521194
820	0.3610123577
821	0.3609457778
822	0.3609064801
823	0.3608148125
824	0.3607949129
825	0.3606383051
826	0.3605865766
827	0.360455271
828	0.3604270758
829	0.3603864466
830	0.3603689341
831	0.3602213636
832	0.3600790816
833	0.3600436202
834	0.3599824757
835	0.3599053787
836	0.3597980809
837	0.3597214625
838	0.3594715822
839	0.3593089317
840	0.3591197051
841	0.3589283253
842	0.3588610083
843	0.3588591432
844	0.3586597135
845	0.3585117486
846	0.3584221853
847	0.3583076127
848	0.3583016148
849	0.3581353407
850	0.3579674138
851	0.3579426344
852	0.3579161796
853	0.3577753278
854	0.3577668683
855	0.3577044272
856	0.3574804671
857	0.3573024399
858	0.3572026601
859	0.3570421157
860	0.356994942
861	0.3569432583
862	0.3569055665
863	0.3568932367
864	0.356816505
865	0.3566540044
866	0.3566450123
867	0.3565598228
868	0.3565157472
869	0.3563621659
870	0.356242091
871	0.3561952651
872	0.3560778476
873	0.3559342374
874	0.3557866956
875	0.3557644312
876	0.3556608638
877	0.3556519097
878	0.3556446972
879	0.3556343576
880	0.3553902628
881	0.3552725438
882	0.3552385504
883	0.3551920113
884	0.3550421075
885	0.3549868353
886	0.3548767904
887	0.354864408
888	0.3548488368
889	0.3547532895
890	0.3547519682
891	0.3547490934
892	0.3546931764
893	0.3546822149
894	0.3546717619
895	0.3546397434
896	0.3545677354
897	0.3544649525
898	0.3542817176
899	0.3541450307
900	0.3540363002
901	0.353928049
902	0.3538566253
903	0.3537208371
904	0.3537148805
905	0.3536923245
906	0.3535716669
907	0.3534923527
908	0.3533925658
909	0.3533282517
910	0.3532791144
911	0.3532691179
912	0.3531091715
913	0.353095087
914	0.3530101775
915	0.3529746229
916	0.3529460494
917	0.3529086527
918	0.3528630698
919	0.3526900079
920	0.3525502142
921	0.3525364842
922	0.3524684322
923	0.3524641196
924	0.3524170031
925	0.3523971801
926	0.3523081623
927	0.3522063118
928	0.3520096463
929	0.3519702443
930	0.3519417556
931	0.3519405552
932	0.3517800342
933	0.3516207929
934	0.3516194179
935	0.3514687087
936	0.351450617
937	0.3513414087
938	0.3513326549
939	0.3513107838
940	0.3512024397
941	0.3511827949
942	0.3511543255
943	0.3510839926
944	0.3510783336
945	0.3509807925
946	0.3509767082
947	0.3509665266
948	0.3508694308
949	0.3508206404
950	0.350693785
951	0.3506036724
952	0.3504197276
953	0.3503936248
954	0.3503746255
955	0.3502102396
956	0.3501904695
957	0.3500786807
958	0.3500694066
959	0.3500548608
960	0.3500187921
961	0.3500102461
962	0.3498635444
963	0.3497871915
964	0.349758393
965	0.3497489085
966	0.3497266406
967	0.3496561063
968	0.349547233
969	0.3495038316
970	0.3494087679
971	0.349301497
972	0.3492463251
973	0.3491477257
974	0.3489987734
975	0.3488361032
976	0.3487350471
977	0.348637616
978	0.3485914146
979	0.3485689982
980	0.3484550855
981	0.3484160257
982	0.3484146628
983	0.348361222
984	0.3482415164
985	0.3482037883
986	0.3480619205
987	0.3479359773
988	0.3477471985
989	0.3476096265
990	0.3475833263
991	0.347381968
992	0.3472266388
993	0.3470393312
994	0.3470200314
995	0.3470117768
996	0.3469603444
997	0.3469596956
998	0.3469292221
999	0.3468601846
1000	0.3467980993
1001	0.3466873133
1002	0.3465377697
1003	0.3464974593
1004	0.3463439264
1005	0.3462946647
1006	0.3462231356
1007	0.346222145
1008	0.3461182186
1009	0.3459689229
1010	0.3459501088
1011	0.3458324412
1012	0.3458087568
1013	0.3456940076
1014	0.3455475322
1015	0.3454433582
1016	0.3454264877
1017	0.3453044943
1018	0.3452407203
1019	0.3452319617
1020	0.3451936715
1021	0.3451520141
1022	0.3451392823
1023	0.3451248101
1024	0.3450445414
1025	0.3449708555
1026	0.3449698858
1027	0.3448960722
1028	0.3448596115
1029	0.3448519807
1030	0.3447964074
1031	0.3447176797
1032	0.3446678254
1033	0.3445795013
1034	0.344537705
1035	0.3444966593
1036	0.3444892906
1037	0.3444549637
1038	0.34430304
1039	0.3442168462
1040	0.3441482442
1041	0.3441295883
1042	0.3439834692
1043	0.343878055
1044	0.3438730286
1045	0.3438071721
1046	0.3437489028
1047	0.3437258906
1048	0.3434925278
1049	0.3434494559
1050	0.3434073794
1051	0.3432603676
1052	0.3431644861
1053	0.3430198407
1054	0.3429962271
1055	0.3429086819
1056	0.3428141966
1057	0.3427710076
1058	0.3427627071
1059	0.3427080797
1060	0.3426568612
1061	0.3425137561
1062	0.3425010243
1063	0.3424367377
1064	0.3422153327
1065	0.3421812744
1066	0.3421759067
1067	0.342072566
1068	0.3420543962
1069	0.3419559177
1070	0.3419556211
1071	0.3419270128
1072	0.3418489445
1073	0.3417050222
1074	0.3416679484
1075	0.3415935532
1076	0.3415370612
1077	0.3414849666
1078	0.3414648237
1079	0.3414458464
1080	0.3414304535
1081	0.3413809805
1082	0.3412937078
1083	0.341274312
1084	0.3412115256
1085	0.3410749817
1086	0.3408875655
1087	0.3408074977
1088	0.3407578699
1089	0.3406439171
1090	0.3405282458
1091	0.3404978987
1092	0.3404810416
1093	0.3404541559
1094	0.3404420245
1095	0.3403795865
1096	0.3402645439
1097	0.3401377802
1098	0.3401151253
1099	0.3400464214
1100	0.3399920598
1101	0.3398548032
1102	0.3396878799
1103	0.3396788611
1104	0.3396444329
1105	0.3396321551
1106	0.3395414869
1107	0.3395013378
1108	0.3394081256
1109	0.3393242814
1110	0.3392784958
1111	0.3391216716
1112	0.3390328811
1113	0.3388679678
1114	0.3388368359
1115	0.3387618338
1116	0.3387190385
1117	0.3386281443
1118	0.3385184267
1119	0.338496747
1120	0.338461274
1121	0.3383458855
1122	0.3383404843
1123	0.3383295022
1124	0.3381518016
1125	0.3380955312
1126	0.3380296499
1127	0.3380239824
1128	0.3380002548
1129	0.3378912994
1130	0.3377901036
1131	0.3377303211
1132	0.3376741016
1133	0.3375881709
1134	0.3375837865
1135	0.3375774114
1136	0.3375153343
1137	0.3374984979
1138	0.3373714968
1139	0.3372455199
1140	0.3371271241
1141	0.3370922992
1142	0.3370411046
1143	0.3369526299
1144	0.3369461339
1145	0.3368159823
1146	0.336811448
1147	0.3367712097
1148	0.3366724444
1149	0.3365877552
1150	0.3365270219
1151	0.3364881738
1152	0.336478442
1153	0.3364621539
1154	0.3363998768
1155	0.3363740093
1156	0.3361990759
1157	0.3360960033
1158	0.3360892563
1159	0.3360694085
1160	0.3359832543
1161	0.3359829794
1162	0.3358147268
1163	0.3357865815
1164	0.3357108925
1165	0.3356889278
1166	0.335612179
1167	0.3355700041
1168	0.3355399719
1169	0.335424417
1170	0.3354044967
1171	0.3352722416
1172	0.3352620069
1173	0.3352380928
1174	0.3351966854
1175	0.3351826036
1176	0.3350346271
1177	0.335023218
1178	0.3349806264
1179	0.3349805743
1180	0.3348839042
1181	0.3348065879
1182	0.3347082339
1183	0.3346165122
1184	0.3346046263
1185	0.3345029336
1186	0.334360984
1187	0.3343189343
1188	0.3342539437
1189	0.3341573678
1190	0.3340740461
1191	0.3340658517
1192	0.333968925
1193	0.3338746705
1194	0.3337508939
1195	0.3336938103
1196	0.3335680726
1197	0.3335488149
1198	0.3335347831
1199	0.3335198234
1200	0.3334797178
1201	0.3333525152
1202	0.3333026562
1203	0.3332194131
1204	0.3331902252
1205	0.3330925792
1206	0.3330538565
1207	0.3329472523
1208	0.3329060403
1209	0.3328430387
1210	0.3327671876
1211	0.3326820998
1212	0.3325629634
1213	0.3325465517
1214	0.3325293676
1215	0.3324407652
1216	0.3323074503
1217	0.3322674689
1218	0.3322033548
1219	0.3321923861
1220	0.3321733301
1221	0.3321673293
1222	0.3320366502
1223	0.3320038503
1224	0.3318311731
1225	0.3317933703
1226	0.331642644
1227	0.331592737
1228	0.3315855809
1229	0.3314900663
1230	0.3314525426
1231	0.3314443891
1232	0.331376823
1233	0.3313485348
1234	0.3313418994
1235	0.3311841538
1236	0.3311235377
1237	0.3309954719
1238	0.3309411789
1239	0.3309371068
1240	0.330876785
1241	0.3308684683
1242	0.3308283448
1243	0.3307030949
1244	0.3306238448
1245	0.3306111544
1246	0.3305924468
1247	0.3305058259
1248	0.3304944825
1249	0.3304895341
1250	0.3303421424
1251	0.3303279755
1252	0.3302604384
1253	0.3301929687
1254	0.3301062183
1255	0.3300771576
1256	0.3299497508
1257	0.3298997712
1258	0.3297894133
1259	0.3297830416
1260	0.3296678041
1261	0.3296405911
1262	0.3294962162
1263	0.3294197879
1264	0.329363413
1265	0.3292667662
1266	0.329163137
1267	0.3291219445
1268	0.3290222892
1269	0.3290165332
1270	0.329010565
1271	0.3289572656
1272	0.3289168892
1273	0.328812592
1274	0.3287293633
1275	0.3287273223
1276	0.3285986891
1277	0.3285892001
1278	0.3284806463
1279	0.3283425226
1280	0.3283309591
1281	0.3282926703
1282	0.3282671878
1283	0.3281892617
1284	0.3281505165
1285	0.3281302154
1286	0.3280611197
1287	0.3280385904
1288	0.3279867269
1289	0.3279389274
1290	0.3278287398
1291	0.3278118493
1292	0.3277994952
1293	0.3277513688
1294	0.3276491645
1295	0.3276227328
1296	0.3276178445
1297	0.3275120553
1298	0.3274058698
1299	0.3273101448
1300	0.3272873139
1301	0.3272450862
1302	0.3270936586
1303	0.3269500007
1304	0.3269037433
1305	0.3268433754
1306	0.3267374358
1307	0.3267067714
1308	0.3266859723
1309	0.3265516288
1310	0.3265160542
1311	0.3263533297
1312	0.326349958
1313	0.3263498844
1314	0.3263041467
1315	0.3262869313
1316	0.326164601
1317	0.3260807278
1318	0.3259864282
1319	0.325848676
1320	0.3257533681
1321	0.3257418758
1322	0.3256392987
1323	0.3256348505
1324	0.3255742208
1325	0.3254523562
1326	0.3254321349
1327	0.3254252775
1328	0.3254247973
1329	0.3253677279
1330	0.3253311916
1331	0.3252782212
1332	0.3251863077
1333	0.325127782
1334	0.3250813234
1335	0.3250354568
1336	0.3248708905
1337	0.3248710403
1338	0.3247894281
1339	0.3247220238
1340	0.3246782483
1341	0.3246191725
1342	0.3246134799
1343	0.3245231825
1344	0.3243892411
1345	0.3243257225
1346	0.3243191864
1347	0.3243061993
1348	0.3243007891
1349	0.3242598823
1350	0.3241616187
1351	0.3240263289
1352	0.3239424132
1353	0.3238723817
1354	0.3238157701
1355	0.3237469997
1356	0.323717996
1357	0.3236592437
1358	0.3235743195
1359	0.3235471592
1360	0.3235363979
1361	0.3234803228
1362	0.3234679017
1363	0.3234468366
1364	0.3234428137
1365	0.3233876758
1366	0.3233493497
1367	0.3233413574
1368	0.323285325
1369	0.3231934174
1370	0.3230277343
1371	0.3229146993
1372	0.3228070039
1373	0.3227962752
1374	0.3226969297
1375	0.3226558314
1376	0.3225282393
1377	0.3225157449
1378	0.3224146215
1379	0.3223614559
1380	0.3223247102
1381	0.3222489212
1382	0.3221576923
1383	0.322147463
1384	0.3220625865
1385	0.3219384586
1386	0.3219190974
1387	0.3218196211
1388	0.3218091247
1389	0.3216662792
1390	0.321628489
1391	0.3215709722
1392	0.3215667903
1393	0.3215592687
1394	0.3214863498
1395	0.3214659854
1396	0.321418996
1397	0.3214190602
1398	0.3214098118
1399	0.3214069001
1400	0.3212901919
1401	0.3211207861
1402	0.320982421
1403	0.3209756087
1404	0.3209699588
1405	0.3208946106
1406	0.3208091203
1407	0.3208084126
1408	0.3207948484
1409	0.3207101497
1410	0.320694956
1411	0.3206496285
1412	0.3205623226
1413	0.3205315335
1414	0.3205089801
1415	0.3205053623
1416	0.3203850893
1417	0.3203726004
1418	0.3203681402
1419	0.3202817552
1420	0.3201854118
1421	0.3201389927
1422	0.3200585533
1423	0.3200250248
1424	0.3199307693
1425	0.3198331857
1426	0.3198078039
1427	0.3196971128
1428	0.3196889038
1429	0.3196824596
1430	0.3196162977
1431	0.3195850576
1432	0.3195804473
1433	0.319557925
1434	0.3194834708
1435	0.3194616704
1436	0.31929086
1437	0.3192475816
1438	0.3191270893
1439	0.319115126
1440	0.3191116586
1441	0.3189397671
1442	0.3189169726
1443	0.3188309472
1444	0.3187726899
1445	0.3186527024
1446	0.3186113398
1447	0.3186077222
1448	0.3185064121
1449	0.3184110252
1450	0.3183870128
1451	0.3183135899
1452	0.3181909111
1453	0.3180895981
1454	0.3180852197
1455	0.3180709396
1456	0.3180685848
1457	0.318004086
1458	0.3179911255
1459	0.317905822
1460	0.3178973134
1461	0.317873018
1462	0.3178091302
1463	0.3176474237
1464	0.3175991053
1465	0.3175908698
1466	0.3175736841
1467	0.3175618108
1468	0.3175020105
1469	0.3174788214
1470	0.3174117534
1471	0.3174077519
1472	0.317330691
1473	0.3172786936
1474	0.3172701419
1475	0.3171091647
1476	0.3171000962
1477	0.3169897939
1478	0.3168912913
1479	0.3168293951
1480	0.3167854072
1481	0.3167096856
1482	0.3166288965
1483	0.3165131191
1484	0.3165099083
1485	0.3163529139
1486	0.3162309111
1487	0.3162308255
1488	0.3162254875
1489	0.3161900145
1490	0.3161037292
1491	0.3160913271
1492	0.3160876211
1493	0.3159645048
1494	0.3158905293
1495	0.3158390211
1496	0.3157617106
1497	0.3157433919
1498	0.315709096
1499	0.3156167173
1500	0.3156117742
1501	0.3155149468
1502	0.3154295205
1503	0.3153760887
1504	0.3153339691
1505	0.3152861748
1506	0.3152451716
1507	0.3152221653
1508	0.3151898587
1509	0.3151415799
1510	0.3150639165
1511	0.3150150182
1512	0.3148782332
